,1st Flr SF,2nd Flr SF,3Ssn Porch,Bedroom AbvGr,Bsmt Full Bath,Bsmt Half Bath,Bsmt Unf SF,BsmtFin SF 1,BsmtFin SF 2,Enclosed Porch,Fireplaces,Full Bath,Garage Area,Garage Cars,Garage Yr Blt,Gr Liv Area,Half Bath,Id,Kitchen AbvGr,Lot Area,Lot Frontage,Low Qual Fin SF,MS SubClass,Mas Vnr Area,Misc Val,Mo Sold,Open Porch SF,Overall Cond,Overall Qual,PID,Pool Area,SalePrice,Screen Porch,TotRms AbvGrd,Total Bsmt SF,Wood Deck SF,Year Built,Year Remod/Add,Yr Sold
457,751,783,0,3,0.0,0.0,736.0,0.0,0.0,0,0,1,0.0,0.0,1978.6775193798449,1534,1,1951,1,10800,60.0,0,70,0.0,0,7,112,9,5,535379110,0,148000,0,6,736.0,0,1895,1999,2007
458,1616,0,0,2,1.0,0.0,415.0,1180.0,0.0,0,1,2,608.0,2.0,1995.0,1616,0,9,1,5389,39.0,0,120,0.0,0,3,152,5,8,527146030,0,236500,0,5,1595.0,237,1995,1996,2010
459,1058,493,0,3,1.0,0.0,128.0,930.0,0.0,0,0,2,240.0,1.0,1938.0,1551,0,2848,1,10890,60.0,0,50,0.0,0,7,0,5,5,909176180,0,137000,0,6,1058.0,0,1938,1950,2006
460,960,0,0,2,1.0,0.0,613.0,100.0,247.0,0,0,1,330.0,1.0,1955.0,960,0,614,1,9768,68.0,0,20,0.0,0,2,70,5,5,534431130,0,122000,0,5,960.0,0,1955,1955,2009
461,1302,0,0,3,0.0,0.0,1302.0,0.0,0.0,0,0,2,436.0,2.0,2007.0,1302,0,1736,1,8993,73.0,0,20,0.0,0,8,22,5,7,528222030,0,176485,0,6,1302.0,0,2007,2007,2007
462,816,0,0,2,0.0,0.0,816.0,0.0,0.0,112,0,1,210.0,1.0,1925.0,816,0,2686,1,11672,50.0,0,30,0.0,0,7,0,5,5,903400030,0,109000,0,4,816.0,168,1925,1950,2006
463,1502,0,0,1,1.0,0.0,328.0,1102.0,72.0,0,1,1,286.0,1.0,1998.0,1502,1,2257,1,9763,68.87899941826643,0,120,239.0,0,9,0,5,7,916253320,0,330000,0,5,1502.0,0,1998,1998,2007
464,1133,0,0,3,1.0,0.0,96.0,96.0,0.0,0,0,1,308.0,1.0,2008.0,1133,0,1284,1,9836,56.0,0,20,0.0,0,12,175,5,6,902100020,0,143000,0,7,192.0,0,2008,2008,2008
465,1671,1407,0,4,1.0,0.0,736.0,672.0,0.0,0,1,2,806.0,3.0,1998.0,3078,1,1765,1,10557,89.0,0,60,422.0,0,7,87,5,9,528340030,0,410000,0,9,1408.0,108,1998,1998,2007
466,936,785,0,3,0.0,1.0,114.0,814.0,0.0,0,0,2,471.0,2.0,1994.0,1721,1,1811,1,8462,70.0,0,60,105.0,0,7,87,5,6,531380110,0,201000,0,7,928.0,300,1994,1994,2007
467,981,779,0,4,0.0,0.0,1077.0,0.0,0.0,96,1,1,648.0,2.0,1935.0,1760,1,2603,1,10818,60.0,0,50,0.0,0,2,0,4,4,535380130,0,80000,0,7,1077.0,120,1910,1950,2006
468,1436,884,0,3,1.0,0.0,104.0,774.0,150.0,0,1,2,180.0,1.0,1945.0,2320,1,2220,1,7259,61.0,0,70,0.0,0,7,0,8,6,909282020,0,259500,0,9,1028.0,224,1945,2002,2007
469,1146,1340,0,5,1.0,0.0,356.0,766.0,0.0,0,1,3,452.0,2.0,2003.0,2486,1,2273,1,11800,68.87899941826643,0,60,94.0,0,7,32,5,7,916477060,0,279900,0,10,1122.0,143,2003,2004,2007
470,1246,0,0,3,1.0,0.0,0.0,340.0,906.0,0,0,1,305.0,1.0,1959.0,1246,1,163,1,7500,75.0,0,20,0.0,0,5,0,7,5,535453070,0,154000,0,6,1246.0,218,1959,1994,2010
471,1444,700,0,4,0.0,1.0,747.0,697.0,0.0,0,2,2,389.0,2.0,1958.0,2144,0,2116,1,159000,68.87899941826643,0,50,472.0,500,6,98,7,6,906426060,0,277000,0,7,1444.0,0,1958,2006,2007
472,799,351,0,3,0.0,0.0,569.0,230.0,0.0,0,2,1,215.0,1.0,1942.0,1150,0,2734,1,6488,62.0,0,50,0.0,0,3,0,5,5,905403050,0,128000,0,6,799.0,264,1942,1950,2006
473,1600,0,0,3,0.0,0.0,1566.0,0.0,0.0,0,1,2,890.0,3.0,2007.0,1600,0,426,1,14230,110.0,0,20,640.0,0,7,56,5,8,528108010,0,256300,0,7,1566.0,0,2007,2007,2009
474,1230,525,0,4,0.0,0.0,741.0,189.0,0.0,0,1,2,231.0,1.0,1930.0,1755,0,2216,1,7810,110.0,0,50,0.0,0,11,40,6,4,909276210,0,188000,0,7,930.0,0,1930,2003,2007
475,1800,0,0,3,1.0,0.0,526.0,1274.0,0.0,0,1,2,765.0,3.0,2002.0,1800,0,2900,1,14331,85.0,0,20,630.0,0,5,78,5,8,916475100,0,312500,0,7,1800.0,270,2002,2002,2006
476,600,600,0,2,0.0,0.0,600.0,0.0,0.0,0,0,2,480.0,2.0,2004.0,1200,1,97,1,3182,30.0,0,160,0.0,0,6,172,5,7,533212010,0,151000,0,4,600.0,0,2004,2005,2010
477,765,600,0,2,1.0,0.0,294.0,471.0,0.0,0,0,1,440.0,2.0,1971.0,1365,1,1680,1,1920,24.0,0,160,376.0,0,8,36,5,5,527451170,0,122500,0,6,765.0,240,1971,1971,2007
478,835,861,0,3,1.0,0.0,200.0,80.0,555.0,0,0,2,542.0,2.0,2003.0,1696,1,1133,1,10110,68.0,0,60,0.0,0,7,66,5,6,531371070,0,188000,0,7,835.0,143,2003,2003,2008
479,945,864,0,3,0.0,0.0,945.0,0.0,0.0,0,0,2,638.0,2.0,2005.0,1809,1,2761,1,10984,91.0,0,60,0.0,0,5,54,5,7,906394010,0,209700,0,8,945.0,144,2005,2006,2006
480,2234,0,0,1,1.0,0.0,662.0,1558.0,0.0,0,1,1,724.0,2.0,2006.0,2234,1,1642,1,14082,85.0,0,20,945.0,0,1,80,5,8,527256030,0,441929,0,7,2220.0,390,2006,2006,2007
481,886,794,0,3,0.0,1.0,284.0,602.0,0.0,0,0,2,474.0,2.0,1993.0,1680,1,1141,1,8480,50.0,0,60,120.0,0,10,96,5,6,531382110,0,163000,0,7,886.0,144,1993,1994,2008
482,976,1111,0,5,0.0,0.0,264.0,568.0,0.0,0,0,2,444.0,2.0,1966.0,2087,1,2118,1,12205,68.87899941826643,0,60,157.0,0,7,168,8,6,906475110,0,187500,0,9,832.0,133,1966,2007,2007
483,1513,0,0,2,1.0,0.0,216.0,1246.0,0.0,0,1,2,521.0,2.0,1999.0,1513,0,870,1,15750,90.0,0,20,260.0,0,6,34,5,8,907275010,0,220000,0,5,1462.0,135,1999,2000,2009
484,1107,0,0,3,1.0,0.0,437.0,474.0,38.0,0,0,1,308.0,1.0,1967.0,1107,0,1875,1,8050,70.0,0,20,0.0,0,3,64,6,5,534201040,0,127000,0,5,949.0,88,1967,1993,2007
485,827,0,0,2,0.0,0.0,0.0,0.0,0.0,0,1,1,392.0,1.0,1967.0,827,0,155,1,7200,60.0,0,20,0.0,0,4,0,7,5,535327140,0,107500,0,5,0.0,0,1955,2007,2010
486,742,742,0,3,0.0,0.0,742.0,0.0,0.0,134,1,2,0.0,0.0,1978.6775193798449,1484,0,1318,1,6300,35.0,0,75,0.0,0,6,291,6,6,902328040,0,128000,0,9,742.0,0,1914,2001,2008
487,764,0,0,2,0.0,0.0,680.0,0.0,0.0,0,0,1,504.0,2.0,1965.0,764,0,1285,1,5232,30.0,0,30,0.0,0,6,0,5,5,902100030,0,73000,0,4,680.0,0,1925,2004,2008
488,1792,0,0,2,1.0,0.0,225.0,1567.0,0.0,0,1,2,874.0,3.0,2003.0,1792,0,2400,1,11846,72.0,0,20,562.0,0,8,49,5,9,528164040,0,374000,0,6,1792.0,206,2003,2004,2006
489,1515,1134,0,4,1.0,0.0,404.0,1075.0,0.0,0,1,2,746.0,3.0,2001.0,2649,1,1068,1,16900,130.0,0,60,1110.0,0,1,60,5,8,528178070,0,421250,0,10,1479.0,0,2001,2002,2008
490,808,785,0,3,0.0,0.0,808.0,0.0,0.0,0,1,2,389.0,2.0,1993.0,1593,1,361,1,9636,68.87899941826643,0,60,0.0,0,12,40,5,6,527164060,0,178000,0,7,808.0,342,1992,1993,2009
491,1181,0,0,3,1.0,0.0,38.0,920.0,180.0,180,0,2,588.0,2.0,1974.0,1181,0,1493,1,10012,90.0,0,85,0.0,0,4,0,5,4,908128050,0,137500,0,6,1138.0,0,1972,1972,2008
492,1987,0,0,2,1.0,0.0,672.0,1314.0,0.0,0,1,2,691.0,2.0,1994.0,1987,0,1110,1,14303,91.0,0,20,554.0,0,8,36,5,8,528390020,0,301500,0,7,1986.0,262,1994,1994,2008
493,647,595,0,3,0.0,0.0,583.0,0.0,0.0,0,1,1,180.0,1.0,1926.0,1242,1,911,1,5707,43.0,0,70,0.0,0,3,96,6,6,909250080,0,105000,0,6,583.0,329,1935,1950,2009
494,976,0,0,2,1.0,0.0,216.0,760.0,0.0,0,1,1,504.0,2.0,1968.0,976,0,2535,1,9360,78.0,0,20,203.0,0,8,0,7,6,534201260,0,157500,0,4,976.0,94,1968,2004,2006
495,969,245,0,2,0.0,0.0,969.0,0.0,0.0,77,0,1,216.0,1.0,1920.0,1214,0,2030,1,5680,40.0,0,50,0.0,0,9,0,3,5,903430050,0,117000,0,6,969.0,0,1901,1950,2007
496,864,0,0,3,0.0,1.0,396.0,468.0,0.0,0,0,1,336.0,1.0,1962.0,864,0,2634,1,7000,70.0,0,20,0.0,0,2,0,6,5,535478090,0,105000,0,5,864.0,0,1962,1962,2006
497,1166,0,0,3,0.0,0.0,1064.0,0.0,0.0,0,0,1,240.0,1.0,1936.0,1639,0,1530,1,10480,51.0,473,50,0.0,0,3,0,5,6,909256060,0,115000,0,6,1064.0,0,1936,1950,2008
498,1736,0,0,3,0.0,0.0,1736.0,0.0,0.0,0,1,2,834.0,3.0,2008.0,1736,0,435,1,11578,95.0,0,20,302.0,0,7,90,5,9,528112040,0,360000,0,7,1736.0,319,2008,2008,2009
499,1535,0,0,4,0.0,0.0,0.0,0.0,0.0,0,0,2,400.0,2.0,1979.0,1535,0,812,2,7018,64.0,0,90,0.0,0,6,0,5,5,906226110,0,118858,0,8,0.0,0,1979,1979,2009
500,800,832,0,4,0.0,1.0,336.0,400.0,64.0,0,0,1,484.0,2.0,1966.0,1632,1,1202,1,9130,68.87899941826643,0,60,252.0,0,7,40,8,6,534251280,0,173000,0,7,800.0,0,1966,2000,2008
501,725,0,0,1,0.0,0.0,630.0,0.0,0.0,0,0,1,320.0,1.0,1959.0,725,1,666,1,10800,60.0,0,30,0.0,0,11,30,5,3,535383120,0,78500,0,4,630.0,0,1890,1998,2009
502,840,880,0,3,0.0,0.0,840.0,0.0,0.0,0,1,2,440.0,2.0,2004.0,1720,1,1751,1,8244,62.0,0,60,0.0,0,5,48,5,7,528240020,0,183500,0,7,840.0,100,2004,2004,2007
503,936,0,0,2,0.0,0.0,936.0,0.0,0.0,112,0,1,576.0,2.0,1974.0,936,0,705,1,6000,60.0,0,20,0.0,0,2,32,4,4,902135020,0,93000,0,4,936.0,0,1953,1953,2009
504,1589,0,0,2,1.0,0.0,322.0,1084.0,0.0,0,1,2,630.0,3.0,2003.0,1589,0,1744,1,3621,68.87899941826643,0,120,72.0,0,11,20,5,8,528228375,0,226500,0,7,1406.0,143,2003,2003,2007
505,799,772,0,3,0.0,0.0,799.0,0.0,0.0,0,1,2,380.0,2.0,1993.0,1571,1,357,1,7837,59.0,0,60,0.0,0,5,40,7,6,527163040,0,178000,0,7,799.0,0,1993,1994,2009
506,1479,0,0,3,1.0,0.0,440.0,1013.0,0.0,0,0,2,558.0,2.0,2003.0,1479,0,2133,1,10665,72.0,0,20,167.0,0,6,29,5,7,907192120,0,226000,0,7,1453.0,144,2003,2003,2007
507,784,848,0,4,0.0,0.0,0.0,496.0,288.0,368,1,1,898.0,2.0,1969.0,1632,1,989,1,10457,70.0,0,60,178.0,0,4,173,7,5,924100060,0,173000,0,7,784.0,0,1969,1969,2009
508,864,0,0,3,0.0,0.0,0.0,553.0,311.0,236,1,1,360.0,1.0,1965.0,864,0,562,1,8281,60.0,0,20,0.0,0,12,0,5,5,532378120,0,62383,0,5,864.0,0,1965,1965,2009
509,1476,1237,0,3,1.0,0.0,122.0,1330.0,0.0,0,1,2,858.0,3.0,2008.0,2713,1,1054,1,14948,67.0,0,60,268.0,0,11,66,5,9,528104080,0,446261,0,11,1452.0,126,2008,2008,2008
510,743,736,0,3,1.0,0.0,200.0,424.0,0.0,56,2,1,312.0,1.0,1926.0,1479,0,2850,1,7000,43.0,0,70,0.0,0,5,0,8,7,909250070,0,160000,0,6,624.0,530,1926,1997,2006
511,1576,0,0,2,1.0,0.0,306.0,1087.0,0.0,0,1,2,668.0,3.0,2004.0,1576,0,1082,1,3940,68.87899941826643,0,120,24.0,0,5,20,5,7,528228405,0,219990,0,7,1393.0,143,2004,2004,2008
512,1479,0,0,3,0.0,0.0,1468.0,0.0,0.0,0,0,2,577.0,2.0,1999.0,1479,0,1440,1,9382,93.0,0,20,125.0,0,7,25,5,7,907187080,0,191000,0,6,1468.0,120,1999,2000,2008
513,916,144,0,1,1.0,0.0,212.0,317.0,227.0,0,1,1,308.0,1.0,1969.0,1060,0,2006,1,6854,55.0,0,40,0.0,0,8,65,7,5,903201090,0,136500,150,6,756.0,0,1925,1994,2007
514,943,0,0,3,0.0,0.0,0.0,0.0,0.0,60,0,1,308.0,1.0,1958.0,943,0,2082,1,11515,68.87899941826643,0,30,0.0,0,8,0,5,4,905475520,0,80000,0,5,0.0,0,1958,1994,2007
515,1377,806,0,4,0.0,0.0,0.0,1002.0,202.0,0,0,2,786.0,3.0,1988.0,2183,1,2344,1,13837,68.87899941826643,0,50,178.0,0,2,0,5,7,527302080,0,229000,0,9,1204.0,0,1988,1988,2006
516,1062,887,0,3,1.0,0.0,300.0,750.0,0.0,0,1,2,574.0,2.0,1993.0,1949,1,248,1,9938,80.0,0,60,246.0,0,6,90,5,7,906223090,0,236000,0,8,1050.0,156,1993,1994,2010
517,1824,0,0,3,0.0,0.0,1824.0,0.0,0.0,0,1,2,932.0,3.0,2006.0,1824,0,2276,1,12633,85.0,0,20,242.0,0,9,36,5,10,921128030,0,392000,108,8,1824.0,160,2006,2007,2007
518,1146,784,0,4,1.0,0.0,198.0,522.0,0.0,213,0,2,316.0,1.0,1927.0,1930,0,755,1,6876,57.0,0,70,0.0,0,8,0,5,6,903451090,0,149000,0,8,720.0,0,1927,1950,2009
519,1469,924,0,2,1.0,0.0,0.0,128.0,842.0,0,1,2,846.0,2.0,1998.0,2393,1,1178,1,3951,36.0,0,160,0.0,0,2,90,5,10,533236090,0,345000,94,7,970.0,0,1998,1999,2008
520,1007,1007,0,5,0.0,0.0,716.0,0.0,0.0,167,0,2,624.0,2.0,1900.0,2014,0,2636,1,9856,62.0,0,70,0.0,0,6,72,8,5,902100110,0,169000,0,8,716.0,0,1900,2005,2006
521,1242,0,0,2,0.0,0.0,484.0,0.0,0.0,0,0,1,336.0,1.0,1946.0,1242,0,2077,1,17808,84.0,0,20,0.0,0,7,0,5,4,905377050,0,109900,0,4,484.0,0,1946,1950,2007
522,996,1004,0,3,0.0,0.0,238.0,758.0,0.0,0,1,2,650.0,3.0,1993.0,2000,1,2930,1,9627,74.0,0,60,94.0,0,11,48,5,7,924151050,0,188000,0,9,996.0,190,1993,1994,2006
523,825,587,0,4,0.0,0.0,780.0,0.0,0.0,0,1,1,280.0,1.0,1939.0,1412,0,737,1,6000,50.0,0,50,0.0,0,5,0,6,6,903227090,0,132500,0,6,780.0,45,1939,1950,2009
524,990,0,0,3,1.0,0.0,235.0,755.0,0.0,0,0,1,440.0,1.0,1995.0,990,0,837,1,9757,65.0,0,20,0.0,0,10,0,7,5,907126050,0,143000,92,5,990.0,66,1994,1994,2009
525,1342,0,0,4,1.0,0.0,785.0,557.0,0.0,0,0,1,256.0,1.0,1951.0,1342,0,2086,1,9280,58.0,0,20,0.0,0,4,0,6,5,905478140,0,125000,0,7,1342.0,0,1951,1951,2007
526,1868,0,0,2,1.0,0.0,363.0,1505.0,0.0,0,1,2,1085.0,3.0,2005.0,1868,0,2385,1,14780,120.0,0,20,568.0,0,6,56,5,9,528114010,0,415000,156,7,1868.0,354,2005,2005,2006
527,741,622,0,3,0.0,0.0,622.0,0.0,0.0,0,0,1,528.0,2.0,1966.0,1363,0,189,1,7740,60.0,0,70,0.0,0,6,0,7,4,902402130,0,125500,168,6,622.0,0,1910,1950,2010
528,1632,0,0,3,1.0,0.0,0.0,620.0,620.0,0,1,2,338.0,1.0,1958.0,1632,0,635,1,9600,80.0,0,20,183.0,0,4,0,6,6,535175030,0,139000,0,6,1240.0,289,1958,1988,2009
529,1728,568,0,3,1.0,0.0,384.0,1338.0,0.0,0,1,2,842.0,3.0,2008.0,2296,1,432,1,13478,97.0,0,60,420.0,0,6,274,5,10,528110010,0,451950,0,10,1722.0,382,2008,2008,2009
530,1678,0,0,6,0.0,0.0,1678.0,0.0,0.0,0,0,2,0.0,0.0,1978.6775193798449,1678,0,900,2,10926,65.0,0,90,74.0,0,8,0,5,5,908275040,0,119900,0,10,1678.0,0,1959,1959,2009
531,1296,0,0,2,1.0,0.0,262.0,1005.0,0.0,0,0,2,471.0,2.0,2001.0,1296,0,966,1,6853,68.87899941826643,0,20,136.0,0,6,25,5,8,916455070,0,220000,0,6,1267.0,192,2001,2002,2009
532,1587,0,0,3,0.0,0.0,749.0,838.0,0.0,0,1,2,525.0,2.0,1971.0,1587,0,1612,1,10667,85.0,0,20,302.0,0,3,44,6,6,526352080,0,167300,0,7,1587.0,0,1971,1971,2007
533,854,444,0,3,0.0,0.0,94.0,626.0,0.0,0,2,1,256.0,1.0,1940.0,1298,0,904,1,8212,45.0,0,50,0.0,0,9,0,6,5,909101100,0,122000,0,6,720.0,84,1941,1950,2009
534,1728,0,0,6,1.0,0.0,396.0,1332.0,0.0,0,0,2,504.0,2.0,1963.0,1728,0,2487,2,9100,70.0,0,90,336.0,0,11,0,5,5,532351090,0,125000,0,10,1728.0,0,1963,1963,2006
535,928,0,0,3,0.0,0.0,620.0,308.0,0.0,0,0,1,288.0,1.0,1957.0,928,0,1304,1,6000,50.0,0,20,0.0,0,6,0,6,5,902205090,0,112500,0,5,928.0,0,1957,1957,2008
536,879,916,0,3,0.0,0.0,879.0,0.0,0.0,0,0,2,578.0,2.0,2005.0,1795,1,2112,1,9316,78.0,0,60,0.0,0,10,111,5,7,906394020,0,191000,0,7,879.0,164,2005,2006,2007
537,1080,0,0,3,0.0,0.0,510.0,570.0,0.0,0,0,1,288.0,1.0,1958.0,1080,0,1244,1,9464,75.0,0,20,135.0,0,6,0,7,6,535180100,0,136000,130,5,1080.0,0,1958,1958,2008
538,866,913,0,3,0.0,0.0,866.0,0.0,0.0,0,0,2,546.0,2.0,1998.0,1779,1,843,1,10400,80.0,0,60,0.0,0,3,36,5,7,907175100,0,197900,0,6,866.0,198,1998,1998,2009
539,1001,634,0,2,0.0,0.0,485.0,0.0,0.0,0,0,1,255.0,1.0,1950.0,1635,0,2689,1,5310,59.0,0,50,0.0,0,6,0,8,6,903430090,0,117000,0,5,485.0,394,1910,2003,2006
540,1220,0,0,2,1.0,0.0,515.0,684.0,0.0,0,0,2,632.0,2.0,2006.0,1220,0,2753,1,7406,64.0,0,20,84.0,0,7,54,5,7,906380170,0,194000,0,6,1199.0,105,2006,2006,2006
541,1310,0,0,1,1.0,0.0,306.0,1004.0,0.0,0,1,1,545.0,2.0,2001.0,1310,1,1169,1,4538,68.87899941826643,0,120,179.0,0,7,45,5,9,533215030,0,285000,0,5,1310.0,277,2001,2001,2008
542,808,547,0,4,1.0,0.0,112.0,351.0,181.0,0,0,2,0.0,0.0,1978.6775193798449,1355,0,1376,2,10106,62.0,0,190,0.0,0,9,0,7,5,904351280,0,127500,0,6,644.0,140,1940,1999,2008
543,1166,1129,0,4,1.0,0.0,367.0,728.0,0.0,0,1,2,590.0,2.0,1992.0,2295,1,2503,1,13346,68.87899941826643,0,60,0.0,0,7,40,5,7,533128030,0,268000,0,9,1095.0,0,1992,2000,2006
544,1156,642,0,4,0.0,0.0,1075.0,0.0,0.0,160,0,2,342.0,2.0,1935.0,1798,1,1987,1,9639,57.0,0,70,0.0,0,5,0,8,4,902206270,0,137000,0,7,1075.0,0,1900,1950,2007
545,1620,0,0,4,0.0,0.0,723.0,603.0,294.0,192,1,2,578.0,2.0,1967.0,1620,0,1190,1,15387,68.87899941826643,0,20,0.0,450,8,62,7,7,534129060,0,215000,0,8,1620.0,0,1967,1967,2008
546,1216,0,0,3,1.0,0.0,928.0,288.0,0.0,0,0,1,336.0,1.0,1955.0,1216,0,1930,1,10050,75.0,0,20,0.0,0,8,0,5,5,535300040,0,129500,0,5,1216.0,0,1955,1955,2007
547,896,448,0,3,0.0,0.0,896.0,0.0,0.0,0,0,1,240.0,1.0,1936.0,1344,0,2677,1,6240,68.87899941826643,0,50,0.0,0,4,114,4,5,903231190,0,115000,0,7,896.0,200,1936,1950,2006
548,747,412,0,3,0.0,0.0,747.0,0.0,0.0,96,0,1,288.0,1.0,1932.0,1159,0,1256,1,7506,45.0,0,50,0.0,0,5,0,8,5,535375160,0,114000,0,5,747.0,84,1925,1950,2008
549,1056,0,0,2,1.0,0.0,0.0,1056.0,0.0,0,0,1,384.0,1.0,1966.0,1056,0,2484,1,8900,68.87899941826643,0,20,0.0,0,11,42,4,4,531478010,0,107000,0,5,1056.0,0,1966,1966,2006
550,832,384,0,2,0.0,0.0,390.0,442.0,0.0,102,0,1,336.0,1.0,1947.0,1216,0,1253,1,8480,80.0,0,50,0.0,0,10,0,5,5,535352080,0,118500,0,6,832.0,158,1947,1950,2008
551,950,208,0,3,0.0,0.0,862.0,0.0,0.0,112,1,1,208.0,1.0,1929.0,1158,0,1337,1,6000,50.0,0,50,0.0,0,7,0,7,6,903227080,0,120000,0,5,862.0,0,1929,1950,2008
552,1538,0,0,3,1.0,0.0,769.0,769.0,0.0,0,0,2,484.0,2.0,2005.0,1538,0,1788,1,8847,74.0,0,20,148.0,0,12,40,5,8,528439040,0,260000,0,7,1538.0,146,2005,2005,2007
553,1143,0,0,3,1.0,0.0,125.0,856.0,162.0,0,0,1,308.0,1.0,1959.0,1143,0,141,1,8050,68.87899941826643,0,20,150.0,0,5,0,5,5,535152130,0,136000,0,6,1143.0,0,1959,1959,2010
554,872,0,0,3,0.0,0.0,858.0,0.0,0.0,0,0,1,480.0,4.0,1974.0,872,0,1669,1,8294,70.0,0,20,0.0,0,6,0,5,4,527404140,0,123000,0,5,858.0,0,1971,1971,2007
555,1035,371,0,3,0.0,0.0,319.0,0.0,0.0,0,0,1,0.0,0.0,1978.6775193798449,1406,0,1366,1,7920,68.87899941826643,0,50,0.0,0,3,144,7,6,903458110,0,89500,0,6,319.0,0,1920,1950,2008
556,1324,0,0,3,0.0,0.0,1324.0,0.0,0.0,0,0,2,430.0,2.0,2005.0,1324,0,52,1,18494,100.0,0,20,0.0,0,1,23,5,6,528218150,0,199500,0,6,1324.0,36,2005,2005,2010
557,904,0,0,3,0.0,0.0,876.0,0.0,0.0,0,0,1,408.0,1.0,1966.0,904,0,1380,1,7162,68.87899941826643,0,20,41.0,0,12,0,7,5,905104080,0,109900,0,6,876.0,0,1966,1966,2008
558,1276,804,0,3,0.0,0.0,1276.0,0.0,0.0,0,2,1,282.0,1.0,1926.0,2080,1,919,1,10918,53.0,0,70,0.0,0,6,0,9,7,909257050,0,234000,145,9,1276.0,0,1926,2004,2009
559,848,0,0,1,1.0,0.0,186.0,662.0,0.0,0,1,1,420.0,2.0,2004.0,848,0,2804,1,4435,37.0,0,120,169.0,0,5,0,5,6,907290230,0,155900,0,3,848.0,140,2004,2004,2006
560,1104,684,0,5,1.0,0.0,1104.0,0.0,0.0,0,2,1,304.0,1.0,1957.0,1788,0,782,1,11250,68.87899941826643,0,50,0.0,0,11,0,5,4,905229040,0,161500,0,8,1104.0,120,1957,1989,2009
561,1344,0,0,3,0.0,1.0,354.0,111.0,354.0,0,1,1,525.0,2.0,1958.0,1344,0,956,1,14375,68.87899941826643,0,20,541.0,0,1,118,6,6,916176030,0,137500,233,7,819.0,0,1958,1958,2009
562,1128,1128,0,4,0.0,0.0,840.0,0.0,0.0,18,0,2,0.0,0.0,1978.6775193798449,2256,0,187,2,9045,100.0,0,190,0.0,0,6,18,3,5,902401060,0,76500,0,12,840.0,0,1910,1950,2010
563,1164,896,0,4,0.0,1.0,320.0,831.0,0.0,0,1,2,521.0,2.0,1988.0,2060,1,2074,1,10029,97.0,0,60,268.0,0,9,228,5,6,905352180,0,211000,192,8,1151.0,0,1988,1989,2007
564,1337,0,0,2,1.0,0.0,1139.0,266.0,0.0,0,0,2,511.0,2.0,1998.0,1337,0,1039,1,4060,34.0,0,120,0.0,0,8,68,5,6,527427110,0,181000,0,5,1405.0,144,1998,1999,2008
565,1165,0,0,3,1.0,0.0,276.0,312.0,539.0,0,0,1,490.0,2.0,1966.0,1165,1,1210,1,9020,82.0,0,80,183.0,0,5,129,7,6,534401130,0,174900,0,6,1127.0,0,1966,1966,2008
566,1320,0,0,3,1.0,0.0,285.0,328.0,551.0,240,2,1,564.0,2.0,1966.0,1320,0,2710,1,11777,96.0,0,80,97.0,0,5,68,6,5,905103140,0,164500,0,6,1164.0,160,1966,1966,2006
567,1535,0,0,3,0.0,0.0,1515.0,2.0,0.0,0,0,2,532.0,2.0,2004.0,1535,0,44,1,10171,70.0,0,20,168.0,0,3,0,5,7,528138060,0,214000,0,7,1517.0,0,2004,2004,2010
568,1277,767,0,3,0.0,0.0,738.0,0.0,0.0,0,1,2,489.0,2.0,1980.0,2044,1,1026,1,10400,80.0,0,60,280.0,0,3,73,6,7,527354160,0,185000,0,7,738.0,28,1980,1988,2008
569,624,512,0,2,0.0,1.0,624.0,80.0,0.0,80,0,1,336.0,1.0,1990.0,1136,0,1343,1,6240,52.0,0,50,0.0,0,8,365,7,4,903231080,0,123000,0,6,704.0,0,1929,1950,2008
570,1299,0,0,2,1.0,0.0,0.0,1001.0,0.0,222,1,2,486.0,2.0,1979.0,1299,0,2248,1,12150,68.87899941826643,0,85,0.0,0,1,0,6,6,914452090,0,183500,0,5,1001.0,84,1979,1979,2007
571,764,677,0,2,0.0,0.0,776.0,0.0,0.0,0,0,2,492.0,2.0,1999.0,1441,1,1849,1,2645,24.0,0,160,456.0,0,11,0,5,8,533236040,0,174000,0,5,776.0,206,1999,2000,2007
572,1630,0,0,3,0.0,0.0,486.0,587.0,0.0,0,1,2,649.0,2.0,1953.0,1630,0,2076,1,22692,68.87899941826643,0,20,0.0,0,3,64,5,5,905377020,0,130000,0,6,1073.0,0,1953,1953,2007
573,832,809,0,3,0.0,1.0,712.0,16.0,0.0,234,1,1,546.0,2.0,1925.0,1641,1,2641,1,9600,60.0,0,70,0.0,0,8,0,7,7,902106040,0,178000,0,6,728.0,0,1925,1990,2006
574,928,701,0,3,0.0,0.0,137.0,791.0,0.0,0,1,2,482.0,2.0,1997.0,1629,1,5,1,13830,74.0,0,60,0.0,0,3,34,5,5,527105010,0,189900,0,6,928.0,212,1997,1998,2010
575,848,0,0,1,1.0,0.0,163.0,685.0,0.0,0,0,1,420.0,2.0,2003.0,848,0,878,1,4435,68.87899941826643,0,120,170.0,0,6,0,5,6,907290180,0,144000,0,4,848.0,140,2003,2004,2009
576,816,0,0,2,0.0,0.0,278.0,538.0,0.0,96,0,1,432.0,1.0,2002.0,816,0,1548,1,5890,68.87899941826643,0,30,0.0,0,6,0,8,6,910202100,0,120500,0,5,816.0,0,1930,2007,2008
